debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Yes.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,He told a woman to get an abortion. What evidence do you have of that?,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Her own words.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,"And Mayor Bloomberg, could you respond to this?",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Mike Bloomberg,I-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,This is-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Mike Bloomberg,… never said it. Period. End of story.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Look-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Mike Bloomberg,"Categorically never said it. When I was accused of doing it, we couldn’t figure out what she was talking about. But right now, I’m sorry if she heard what she thought she heard or whatever happened. I didn’t take any pleasure in that. And we’ve just got to go on. But I never said it. Come on.",18.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,All right.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,What I asked the Mayor to do is to do a release of all people who have discrimination claims-,5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Mike Bloomberg,"We are doing that, Senator.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Who have discrimination claims-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,Norah. Norah.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,… against the Mayor.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,We want to get to the issue of electability and the ideological difference within the Democratic Party.,6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,Okay.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,Good.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,Senator Sanders-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,Thank you.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"… the cost of your agenda. Yesterday, you released information about how you will pay for your major proposals, but not all of your details are clear. You proposed more than $ 50 trillion in new spending. You’ve said Medicare for All-",15.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,Over a 10-year period.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,… will cost $30 trillion. But you can only explain how you’ll pay for just about half of that. Can you do the math for the rest of us?,10.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,How many hours do you have?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,Two.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,The answer is-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Joe Biden,That’s the problem.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,"No, that’s not the problem. All right, let’s talk about Medicare for All. I’m sure you’re familiar with the new study that just came out of Yale University published in Lancet magazine, one of the prestigious medical journals in the world. You know what it said? Medicare for All will lower healthcare costs in this country by $450 billion a year and save 68,000 lives of people who otherwise would have died.",30.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,"What we need to do is to do what every other major country on Earth does: guarantee healthcare to all people, not have thousands of separate insurance plans, which are costing us some $500 billion a year to administer. Our plan, we have laid out options all over the place. One of the options is a seven-and-a-half-percent payroll tax on employers, which will save them substantial sums of money. Another tax-",30.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Bernie, let me respond to this.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Pete Buttigieg,We can do the math right now.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,You asked me a question.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator Klobuchar, does the math add up?",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,"No, the math does not add up. In fact, just on 60 Minutes this weekend, he said he wasn’t going to rattle through the nickels and the dimes. Well, let me tell you how many nickels and dimes we’re …",10.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,"The nickels and the dimes. Well, let me tell you how many nickels and dimes we’re talking about. Nearly $60 trillion. Do you know how much that is for all of his programs? That is three times the American economy. Not the federal government, the entire American economy. The Medicare for All plan alone, page eight clearly says that it will kick 149 million Americans off their current health insurance in four years. That is true. As one prominent Democrat once said, “We should pay attention to where the voters of this country are,” Bernie. That prominent Democrat was Barack Obama a few months ago. And I think that’s what we should do. They are not with you on spending nearly $60 trillion.",42.0
